metro_info,flat_status,num_of_rooms,total_area_m2,living_area_m2,kitchen_area_m2,floor,year_of_bulding,price
"{'Underground name': ['Беговая', 'Комендантский проспект', 'Старая Деревня'], 'Underground time': ['13', '11', '12'], 'Transport type': ['car', 'car', 'car']}",0,2-комнатная,48.71,21.1,15.4,3,2026,9352384
"{'Underground name': ['Беговая'], 'Underground time': ['20'], 'Transport type': ['car']}",0,2-комнатная,52.4,25.0,13.5,2,2026,14585364
"{'Underground name': ['Беговая', 'Комендантский проспект', 'Старая Деревня'], 'Underground time': ['14', '11', '12'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,32.84,15.9,9.6,2,2025,6898296
"{'Underground name': ['Черная речка', 'Лесная', 'Выборгская'], 'Underground time': ['9', '5', '5'], 'Transport type': ['legs', 'car', 'car']}",0,1-комнатная,48.31,12.0,24.2,6,2025,18639447
"{'Underground name': ['Парнас', 'Проспект Просвещения', 'Озерки'], 'Underground time': ['11', '10', '10'], 'Transport type': ['legs', 'car', 'car']}",1,Студия,27.6,20.5,5.0,12,2023,5950000
"{'Underground name': ['Академическая', 'Политехническая', 'Гражданский проспект'], 'Underground time': ['12', '5', '6'], 'Transport type': ['legs', 'car', 'car']}",1,1-комнатная,30.5,17.2,5.6,2,1965,5200000
"{'Underground name': ['Приморская', 'Василеостровская', 'Спортивная'], 'Underground time': ['9', '13', '13'], 'Transport type': ['car', 'car', 'car']}",1,Студия,23.84,15.8,5.0,13,2023,5990000
"{'Underground name': ['Василеостровская', 'Спортивная', 'Горный институт'], 'Underground time': ['8', '14', 'откроется'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,78.8,39.1,19.0,2,2024,28368000
"{'Underground name': ['Ломоносовская', 'Обухово', 'Пролетарская'], 'Underground time': ['8', '9', '10'], 'Transport type': ['car', 'car', 'car']}",1,Студия,28.0,20.0,8.0,14,2013,4499999
"{'Underground name': ['Приморская', 'Горный институт', 'Василеостровская'], 'Underground time': ['5', 'откроется', '7'], 'Transport type': ['car', 'car', 'car']}",0,1-комнатная,33.8,8.0,14.3,4,2027,11058481
"{'Underground name': ['Елизаровская', 'Ломоносовская', 'Площадь Александра Невского'], 'Underground time': ['6', '5', '6'], 'Transport type': ['legs', 'car', 'car']}",0,1-комнатная,37.1,12.4,14.1,7,2027,13477306
"{'Underground name': ['Фрунзенская', 'Балтийская', 'Технологический институт'], 'Underground time': ['6', '11', '14'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,85.1,43.3,15.4,9,2015,28083000
"{'Underground name': ['Гостиный двор', 'Невский проспект', 'Спасская'], 'Underground time': ['7', '8', '9'], 'Transport type': ['legs', 'legs', 'legs']}",1,Неизвестно,177.8,116.2,19.1,5,1882,31900000
"{'Underground name': ['Удельная', 'Озерки', 'Проспект Просвещения'], 'Underground time': ['14', '24', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,115.0,65.2,15.0,2,2003,33000000
"{'Underground name': ['Достоевская', 'Владимирская', 'Маяковская'], 'Underground time': ['3', '4', '7'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,86.6,40.6,19.8,4,1875,32500000
"{'Underground name': ['Фрунзенская', 'Московские ворота', 'Технологический институт'], 'Underground time': ['8', '18', '21'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,65.0,39.5,11.0,5,2014,30000000
"{'Underground name': ['Удельная', 'Пионерская', 'Комендантский проспект'], 'Underground time': ['22', '23', '6'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,108.0,35.5,44.0,2,2015,33500000
"{'Underground name': ['Обводный канал', 'Лиговский проспект', 'Звенигородская'], 'Underground time': ['4', '6', '16'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,104.0,67.0,17.0,5,1908,34000000
"{'Underground name': ['Площадь Восстания', 'Маяковская', 'Площадь Александра Невского'], 'Underground time': ['11', '14', '20'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,72.0,41.0,6.0,2,1853,32500000
"{'Underground name': ['Удельная', 'Озерки', 'Пионерская'], 'Underground time': ['9', '23', '7'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,99.1,44.6,26.0,3,2021,34200000
"{'Underground name': ['Чернышевская', 'Маяковская', 'Площадь Восстания'], 'Underground time': ['10', '11', '13'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,84.5,48.8,14.5,3,1850,34990000
"{'Underground name': ['Спортивная', 'Василеостровская', 'Приморская'], 'Underground time': ['16', '17', '24'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,100.2,55.4,18.7,9,2018,33090000
"{'Underground name': ['Чкаловская', 'Спортивная', 'Петроградская'], 'Underground time': ['6', '20', '23'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,93.1,47.6,20.0,8,2013,32550000
"{'Underground name': ['Комендантский проспект', 'Старая Деревня', 'Пионерская'], 'Underground time': ['8', '6', '6'], 'Transport type': ['legs', 'car', 'car']}",1,4-комнатная,141.1,73.0,22.7,17,2001,29900000
"{'Underground name': ['Спасская', 'Сенная площадь', 'Садовая'], 'Underground time': ['6', '7', '7'], 'Transport type': ['legs', 'legs', 'legs']}",1,4-комнатная,98.0,37.0,34.5,2,1815,32900000
"{'Underground name': ['Спортивная', 'Чкаловская', 'Василеостровская'], 'Underground time': ['19', '22', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,57.79,25.2,15.8,2,2026,31500000
"{'Underground name': ['Электросила', 'Парк Победы', 'Бухарестская'], 'Underground time': ['10', '16', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,4-комнатная,97.4,71.6,9.1,3,1954,29990000
"{'Underground name': ['Приморская', 'Василеостровская', 'Спортивная'], 'Underground time': ['7', '11', '13'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,86.38,40.1,13.0,4,2023,30310000
"{'Underground name': ['Василеостровская', 'Спортивная', 'Горный институт'], 'Underground time': ['8', '18', 'откроется'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,100.1,41.4,33.0,2,1913,32940000
"{'Underground name': ['Купчино', 'Звездная', 'Шушары'], 'Underground time': ['18', '19', '21'], 'Transport type': ['car', 'car', 'car']}",1,4-комнатная,234.0,170.0,10.0,3,1957,31963000
"{'Underground name': ['Петроградская', 'Выборгская', 'Горьковская'], 'Underground time': ['14', '17', '20'], 'Transport type': ['legs', 'legs', 'legs']}",1,1-комнатная,74.2,18.0,25.0,2,2021,34900000
"{'Underground name': ['Озерки', 'Проспект Просвещения', 'Удельная'], 'Underground time': ['24', '5', '7'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,126.8,52.3,14.9,4,2009,34000000
"{'Underground name': ['Чернышевская', 'Маяковская', 'Площадь Восстания'], 'Underground time': ['6', '17', '19'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,85.3,49.0,12.0,3,1852,30500000
"{'Underground name': ['Удельная', 'Озерки', 'Проспект Просвещения'], 'Underground time': ['15', '18', '5'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,122.2,42.1,21.0,11,2005,31000000
"{'Underground name': ['Московские ворота', 'Электросила', 'Фрунзенская'], 'Underground time': ['8', '17', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,100.6,47.5,24.7,16,2017,34000000
"{'Underground name': ['Крестовский остров', 'Спортивная', 'Чкаловская'], 'Underground time': ['21', '25', '25'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,78.6,42.4,14.3,4,2021,32000000
"{'Underground name': ['Петроградская', 'Чкаловская', 'Горьковская'], 'Underground time': ['5', '18', '21'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,70.7,30.4,20.7,5,2024,30966000
"{'Underground name': ['Площадь Александра Невского', 'Площадь Восстания', 'Чернышевская'], 'Underground time': ['24', '24', '4'], 'Transport type': ['legs', 'legs', 'car']}",1,2-комнатная,92.0,40.8,23.7,4,2020,37500000
"{'Underground name': ['Гостиный двор', 'Невский проспект', 'Маяковская'], 'Underground time': ['8', '10', '12'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,84.5,33.3,38.5,2,1798,36400000
"{'Underground name': ['Выборгская', 'Новочеркасская', 'Площадь Ленина'], 'Underground time': ['7', '7', '7'], 'Transport type': ['car', 'car', 'car']}",1,2-комнатная,93.4,38.6,22.1,2,2017,35000000
"{'Underground name': ['Удельная', 'Озерки', 'Проспект Просвещения'], 'Underground time': ['9', '23', '7'], 'Transport type': ['legs', 'legs', 'car']}",1,3-комнатная,99.9,45.9,25.3,3,2021,36600000
"{'Underground name': ['Чкаловская', 'Спортивная', 'Петроградская'], 'Underground time': ['3', '14', '21'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,115.4,66.4,15.6,8,2004,35900000
"{'Underground name': ['Петроградская', 'Выборгская', 'Горьковская'], 'Underground time': ['16', '4', '5'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,76.0,36.0,25.0,6,2020,37490000
"{'Underground name': ['Крестовский остров', 'Спортивная', 'Василеостровская'], 'Underground time': ['16', '5', '6'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,95.0,45.4,24.0,5,2024,36250000
"{'Underground name': ['Беговая', 'Черная речка', 'Комендантский проспект'], 'Underground time': ['14', '8', '9'], 'Transport type': ['legs', 'car', 'car']}",1,3-комнатная,127.0,73.6,14.9,2,2007,37000000
"{'Underground name': ['Приморская', 'Василеостровская', 'Спортивная'], 'Underground time': ['24', '9', '10'], 'Transport type': ['legs', 'car', 'car']}",1,4-комнатная,158.1,99.0,18.0,8,2010,37500000
"{'Underground name': ['Чернышевская', 'Площадь Ленина', 'Гостиный двор'], 'Underground time': ['12', '21', '22'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,90.1,53.6,20.0,4,1861,35000000
"{'Underground name': ['Беговая'], 'Underground time': ['25'], 'Transport type': ['car']}",1,2-комнатная,80.0,30.0,28.0,6,2017,37000000
"{'Underground name': ['Чкаловская', 'Петроградская', 'Крестовский остров'], 'Underground time': ['14', '21', '25'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,80.3,31.5,26.6,2,2010,35000000
"{'Underground name': ['Чернышевская', 'Гостиный двор', 'Невский проспект'], 'Underground time': ['17', '19', '20'], 'Transport type': ['legs', 'legs', 'legs']}",1,3-комнатная,122.1,88.5,12.0,3,1830,35800000
"{'Underground name': ['Чкаловская', 'Спортивная', 'Крестовский остров'], 'Underground time': ['20', '22', '22'], 'Transport type': ['legs', 'legs', 'legs']}",1,2-комнатная,70.0,36.9,16.3,8,2018,36900000
"{'Underground name': ['Садовая', 'Спасская', 'Сенная площадь'], 'Underground time': ['11', '13', '13'], 'Transport type': ['legs', 'legs', 'legs']}",1,Неизвестно,155.5,110.0,15.0,4,1793,35200000
"{'Underground name': ['Чернышевская', 'Площадь Восстания', 'Маяковская'], 'Underground time': ['18', '5', '5'], 'Transport type': ['legs', 'car', 'car']}",1,5-комнатная,154.8,112.6,11.7,4,1916,35900000
"{'Underground name': ['Горьковская', 'Петроградская', 'Чкаловская'], 'Underground time': ['4', '15', '25'], 'Transport type': ['legs', 'legs', 'legs']}",1,4-комнатная,183.5,100.7,50.2,4,1902,38800000
